accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
HM624015.1	A/Sao Paulo/15463/2010	H1N1	2010-03-08	Homo sapiens		Brazil	South America		1701
HM219621.1	A/swine/NC/13598/2010	H1N1	2010-03-09	Sus scrofa		USA: NC	North America		1701
KJ026420.1	A/Cameroon/10v-00751/2010	H1N1	2010-03-10	Homo sapiens		Cameroon	Africa		1698
CY072077.1	A/Alagoas/143/2010	H1N1	2010-03-13	Homo sapiens		Brazil: AL	South America		1701
HQ336721.1	A/duck/Nanjing/20/2010	H1N3	2010-03-14	Anatidae		China	Asia		1701
LN867423.1	A/England/01180015/2010	H1N1	2010-03-18	Homo sapiens		United Kingdom	Europe		1701
LN867397.1	A/England/WTSI1783/2010	H1N1	2010-03-18	Homo sapiens		United Kingdom	Europe		1701
HM624014.1	A/Piaui/21394/2010	H1N1	2010-03-25	Homo sapiens		Brazil	South America		1701
HQ595290.1	A/Sao Paulo/22205/2010	H1N1	2010-03-27	Homo sapiens		Brazil	South America		1701
HQ896663.1	A/swine/Minnesota/7501-1/2010	H1N2	2010-03-31	Sus scrofa		USA	North America		1698
KC781124.1	A/Florida/03/2010	H1N1	2010-04-01	Homo sapiens		USA	North America		1701
JF290391.1	A/swine/England/1382/2010	H1N2	2010-04-13	Sus scrofa		United Kingdom	Europe		1701
CY103940.1	A/Pernambuco/768/2010	H1N1	2010-04-15	Homo sapiens		Brazil: PE	South America		1701
MK365983.1	A/swine/Lohne/11843/2010	H1N1	2010-04-16	Sus scrofa		Germany: Lohne	Europe		1778
JQ922325.1	A/swine/Minnesota/A01134341/2010	H1N2	2010-05-04	Sus scrofa		USA: MN	North America		1698
JN375127.1	A/swine/Guangdong/1436/2010	H1N1	2010-05-07	Sus scrofa		China	Asia		1701
CY110766.1	A/swine/Cotes d'Armor/0104/2010	H1N1	2010-05-21	Sus scrofa		France: Brittany	Europe	MDCK passage(s)	1734
JN375135.1	A/swine/Guangdong/1619/2010	H1N1	2010-05-28	Sus scrofa		China	Asia		1701
JN596920.1	A/swine/Italy/118616/2010	H1N2	2010-06	Sus scrofa		Italy	Europe		1721
JF298002.1	A/swine/England/73690/2010	H1N1	2010-06-23	Sus scrofa		United Kingdom	Europe		1701
MK339157.1	A/swine/Steinfeld/12116/2010	H1N2	2010-06-28	Sus scrofa		Germany: Steinfeld	Europe		1778
KJ026426.1	A/Ghana/FS-10-4026/2010	H1N1	2010-07-14	Homo sapiens		Ghana	Africa		1698
KF683614.1	A/swine/Brazil/107-3A/2010	H1N1	2010-07-14	Sus scrofa		Brazil	South America		1755
JX122452.1	A/swine/Illinois/A01076121/2010	H1N2	2010-07-14	Sus scrofa		USA: IL	North America		1698
JX122451.1	A/swine/Minnesota/A01076122/2010	H1N2	2010-07-26	Sus scrofa		USA: MN	North America		1698
CY092992.1	A/Chile/34/2010	H1N1	2010-07-28	Homo sapiens		Chile: Santiago	South America	MDCK2 passage(s)	1734
CY138842.1	A/American black duck/New Brunswick/00410/2010	H1N1	2010-08-10	Anas rubripes		Canada: New Brunswick	North America	egg passage(s)	1746
CY092478.1	A/Sydney/DD3-07/2010	H1N1	2010-08-10	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY093165.1	A/Chile/64/2010	H1N1	2010-08-11	Homo sapiens		Chile: Santiago	South America	MDCK1 passage(s)	1734
OR873853.1	A/Kenya/CDC-Nakuru/054/2010	H1N1	2010-08-11	Homo sapiens		Kenya	Africa		1701
MK366063.1	A/swine/Elsten/12291/2010	H1N1	2010-08-13	Sus scrofa		Germany: Elsten	Europe		1777
CY093181.1	A/Chile/94/2010	H1N1	2010-08-20	Homo sapiens		Chile: Santiago	South America	MDCK1 passage(s)	1734
CY093189.1	A/Chile/106/2010	H1N1	2010-08-24	Homo sapiens		Chile: Santiago	South America	MDCK1 passage(s)	1734
JF929751.1	A/Guangdong/353/2010	H1N1	2010-08-24	Homo sapiens		China	Asia		1701
CY098146.1	A/Bangkok/INS502/2010	H1N1	2010-08-25	Homo sapiens		Thailand: Bangkok	Asia		1734
CY096242.1	A/Melbourne/INS471/2010	H1N1	2010-08-25	Homo sapiens		Australia: Melbourne	Oceania		1734
CY096258.1	A/North Fitzroy/INS473/2010	H1N1	2010-08-30	Homo sapiens		Australia: North Fitzroy	Oceania		1733
CY096274.1	A/Melbourne/INS475/2010	H1N1	2010-08-31	Homo sapiens		Australia: Melbourne	Oceania		1734
CY096266.1	A/North Fitzroy/INS474/2010	H1N1	2010-08-31	Homo sapiens		Australia: North Fitzroy	Oceania		1734
CY088809.1	A/Thailand/CU-H2283/2010	H1N1	2010-08-31	Homo sapiens		Thailand	Asia		1701
CY138616.1	A/American black duck/Nova Scotia/00096/2010	H1N1	2010-09-10	Anas rubripes		Canada: Nova Scotia	North America	egg passage(s)	1746
CY092678.1	A/Sydney/DD3-44/2010	H1N1	2010-09-12	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092840.1	A/Sydney/DD3-55/2010	H1N1	2010-09-14	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
KR863408.1	A/swine/Argentina/CIP051-A178/2010	H1N1	2010-09-14	Sus scrofa		Argentina: Tandil, Buenos Aires	South America		1726
CY092694.1	A/Sydney/DD3-47/2010	H1N1	2010-09-16	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092409.1	A/Sydney/DD3-48/2010	H1N1	2010-09-16	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092702.1	A/Sydney/DD3-50/2010	H1N1	2010-09-20	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092558.1	A/Sydney/DD3-18/2010	H1N1	2010-09-22	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092742.1	A/Sydney/DD3-56/2010	H1N1	2010-09-24	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092598.1	A/Sydney/DD3-28/2010	H1N1	2010-10-09	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
CY092726.1	A/Sydney/DD3-53/2010	H1N1	2010-10-11	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
KJ690448.1	A/Uganda/MUWRP-212/2010	H1N1	2010-10-22	Homo sapiens		Uganda	Africa		1778
HE584748.1	A/swine/Holguin/121/2010	H1N1	2010-11-01						1753
HE584756.1	A/swine/La Habana/130/2010	H1N1	2010-11-01						1752
HE589466.1	A/swine/Pinar del Rio/3/2010	H1N1	2010-11-01			Cuba	North America		1756
OR873930.1	A/Kenya/CDC-Nyeri/035/2010	H1N1	2010-11-10	Homo sapiens		Kenya	Africa		1701
KR699884.1	A/swine/Belgium/Maldegem-553/2010	H1N1	2010-11-12	Sus scrofa		Belgium	Europe		1701
OQ179209.1	A/swine/Iowa/33593/2010	H1N1	2010-11-15	Sus scrofa		USA: Iowa	North America		1701
CY114605.1	A/swine/Minnesota/A01047909/2010	H1N2	2010-11-18	Sus scrofa		USA: Minnesota	North America		1695
JX625678.1	A/England/118/2010	H1N1	2010-11-19	Homo sapiens		United Kingdom	Europe		1701
JF833335.1	A/swine/Iowa/A01049120/2010	H1N1	2010-11-20	Sus scrofa		USA: Iowa	North America		1701
OR873683.1	A/Kenya/CDC-KNH/029/2010	H1N1	2010-11-23	Homo sapiens		Kenya	Africa		1701
OR873972.1	A/Kenya/CDC-Siaya/022/2010	H1N1	2010-11-24	Homo sapiens		Kenya	Africa		1701
OR873973.1	A/Kenya/CDC-Siaya/023/2010	H1N1	2010-11-28	Homo sapiens		Kenya	Africa		1701
OR874014.1	A/Kenya/Kilifi/012/2010	H1N1	2010-11-28	Homo sapiens		Kenya	Africa		1701
KR859448.1	A/swine/Illinois/A01047044/2010	H1N2	2010-11-29	Sus scrofa		USA	North America		1698
AB745284.1	A/Tottori/ST518/2010	H1N1	2010-12	Homo sapiens		Japan: Tottori	Asia	MDCK	1744
KX978723.1	A/mallard duck/Netherlands/51/2010	H1N1	2010-12-03	Anas platyrhynchos		Netherlands	Europe		1777
KT180996.1	A/Singapore/DMS1150/2010	H1N1	2010-12-15	Homo sapiens		Singapore	Asia		1701
KC842174.1	A/Tehran/5853/2010	H1N1	2010-12-24	Homo sapiens		Iran	Asia		1701
CY090052.1	A/Ecuador/IEC00027/2010	H1N1	2010-12-25	Homo sapiens		Ecuador: Quito	South America		1719
CY090054.1	A/Ecuador/IEC00032/2010	H1N1	2010-12-27	Homo sapiens		Ecuador: Quito	South America		1719
KF897809.1	A/Lyon/1.12/2011	H1N1	2011-01-01	Homo sapiens		France	Europe		1777
KP404228.1	A/swine/Guangxi/24/2011	H1N1	2011-01-06	Sus scrofa		China	Asia		1701
JQ319648.1	A/swine/Jiangsu/40/2011	H1N1	2011-01-09	Sus scrofa		China	Asia		1701
CY129598.1	A/Hamburg/INS535/2011	H1N1	2011-01-13	Homo sapiens		Germany: Hamburg	Europe		1752
KC881850.1	A/Mississippi/04/2011	H1N1	2011-01-13	Homo sapiens		USA	North America		1701
LN846454.1	A/England/10740707/2011	H1N1	2011-01-14	Homo sapiens					1701
CY133685.1	A/American green-winged teal/Mississippi/11OS256/2011	H1N1	2011-01-15	Anas carolinensis		USA: Mississippi	North America	E1 passage(s)	1746
JN185118.1	A/Penza/CRIE-POC/2011	H1N1	2011-01-17	Homo sapiens		Russia	Europe		1701
CY092864.1	A/Sydney/DD3-59/2011	H1N1	2011-01-18	Homo sapiens		Australia: Sydney, NSW	Oceania	MDCK passage(s)	1734
KC881892.1	A/Wisconsin/08/2011	H1N1	2011-01-20	Homo sapiens		USA	North America		1701
JN714525.1	A/Moscow oblast/CRIE-132/2011(H1N1)	H1N1	2011-01-25	Homo sapiens		Russia	Europe		1701
CY097996.1	A/Budapest/WRAIR3794T/2011	H1N1	2011-01-27	Homo sapiens		Hungary: Budapest	Europe	MDCK2 passage(s)	1701
CY092904.1	A/Georgia/NHRC0001/2011	H1N1	2011-01-27	Homo sapiens		USA: Muscogee County, GA	North America	P0 passage(s)	1734
JQ693687.1	A/Taiwan/594/2011	H1N1	2011-01-29	Homo sapiens		Taiwan	Asia		1701
JN381337.1	A/Taiwan/65525/2011	H1N1	2011-02	Homo sapiens		Taiwan	Asia		1701
AB745405.1	A/Tottori/YK048/2011	H1N1	2011-02	Homo sapiens		Japan: Tottori	Asia	MDCK	1744
KC881920.1	A/Massachusetts/06/2011	H1N1	2011-02-03	Homo sapiens		USA	North America		1701
JN185103.1	A/Tula/CRIE-MIM/2011	H1N1	2011-02-07	Homo sapiens		Russia	Europe		1701
KJ690534.1	A/Uganda/MUWRP-240/2011	H1N1	2011-02-07	Homo sapiens		Uganda	Africa		1778
OR873975.1	A/Kenya/CDC-Siaya/026/2011	H1N1	2011-02-08	Homo sapiens		Kenya	Africa		1701
KM027519.1	A/swine/Guangdong/NS274/2011	H1N1	2011-02-11	Sus scrofa		China	Asia		1701
CY167588.1	A/Tennessee/F2041A/2011	H1N1	2011-02-14	Homo sapiens		USA: Memphis, TN	North America		1730
JQ693688.1	A/Taiwan/652/2011	H1N1	2011-02-16	Homo sapiens		Taiwan	Asia		1701
KT873335.1	A/swine/Argentina/CIP051-ElTrebol/2011	H1N1	2011-02-20	Sus scrofa		Argentina: ElTrebol, Santa Fe	South America		1707
CY129886.1	A/Tessenderlo/INS604/2011	H1N1	2011-02-21	Homo sapiens		Belgium: Tessenderlo	Europe		1752
KJ955511.1	A/Ho Chi Minh/1137.2/2011	H1N1	2011-02-23	Homo sapiens		Viet Nam	Asia		1752
OR873759.1	A/Kenya/CDC-Kakamega/037/2011	H1N1	2011-02-24	Homo sapiens		Kenya	Africa		1701
KT181030.1	A/Singapore/DMS1201/2011	H1N1	2011-02-24	Homo sapiens		Singapore	Asia		1701
MH329178.1	A/Taiwan/90284/2011	H1N1	2011-02-24	Homo sapiens		Taiwan	Asia		1701
OR873983.1	A/Kenya/CDC-Siaya/036/2011	H1N1	2011-03-01	Homo sapiens		Kenya	Africa		1701
KC842164.1	A/Lorestan/5566/2011	H1N1	2011-03-07	Homo sapiens		Iran	Asia		1701
KC881714.1	A/Illinois/05/2011	H1N1	2011-03-09	Homo sapiens		USA	North America		1701
OR873996.1	A/Kenya/CDC-Siaya/050/2011	H1N1	2011-03-14	Homo sapiens		Kenya	Africa		1701
OR873997.1	A/Kenya/CDC-Siaya/051/2011	H1N1	2011-03-14	Homo sapiens		Kenya	Africa		1701
OR873998.1	A/Kenya/CDC-Siaya/052/2011	H1N1	2011-03-16	Homo sapiens		Kenya	Africa		1701
JQ922326.1	A/swine/Oklahoma/A01134908/2011	H1N1	2011-03-24	Sus scrofa		USA: OK	North America		1701
OQ535199.1	A/USA/8A3/2011	H1N1	2011-04	Homo sapiens		USA	North America		1701
KJ690511.1	A/Uganda/MUWRP-243/2011	H1N1	2011-04-11	Homo sapiens		Uganda	Africa		1778
KM496995.1	A/swine/Brazil/66/2011	H1N1	2011-04-13	Sus scrofa		Brazil	South America		1778
JX045981.1	A/swine/Illinois/A01049968/2011	H1N2	2011-05-11	Sus scrofa		USA: IL	North America		1698
JQ396234.1	A/Kenya/137/2011	H1N1	2011-05-12	Homo sapiens		Kenya	Africa		1742
MK366335.1	A/swine/Wasserleben/13484/2011	H1N1	2011-05-30	Sus scrofa		Germany: Wasserleben	Europe		1777
CY099998.1	A/Rio Grande do Sul/279/2011	H1N1	2011-05-31	Homo sapiens		Brazil: RS	South America		1701
CY099999.1	A/Rio Grande do Sul/359/2011	H1N1	2011-06-07	Homo sapiens		Brazil: RS	South America		1701
CY207093.1	A/swine/Colombia/14/2011	H1N1	2011-06-16	Sus scrofa		Colombia	South America	Egg Passage 2 passage(s)	1732
JQ396235.1	A/Kenya/138/2011	H1N1	2011-06-21	Homo sapiens		Kenya	Africa		1775
OR873692.1	A/Kenya/CDC-KNH/043/2011	H1N1	2011-06-23	Homo sapiens		Kenya	Africa		1701
CY176602.1	A/Westmead/INS3_659/2011	H1N1	2011-06-24	Homo sapiens		Australia: Westmead	Oceania	P0 passage(s)	1730
OR873888.1	A/Kenya/CDC-Nakuru/098/2011	H1N1	2011-06-27	Homo sapiens		Kenya	Africa		1701
JQ624641.1	A/Sydney/HC1/2011	H1N1	2011-06-28	Homo sapiens		Australia	Oceania		1721
KR863446.1	A/swine/Argentina/CIP051-L23/2011	H1N1	2011-06-28	Sus scrofa		Argentina: Coronel Vidal, Buenos Aires	South America		1726
JQ624655.1	A/Sydney/PM1/2011	H1N1	2011-07-12	Homo sapiens		Australia	Oceania		1721
CY176650.1	A/Westmead/INS3_665/2011	H1N1	2011-07-12	Homo sapiens		Australia: Westmead	Oceania	P0 passage(s)	1721
CY129750.1	A/Darlinghurst/INS575/2011	H1N1	2011-07-13	Homo sapiens		Australia: Darlinghurst	Oceania		1752
JQ624637.1	A/Sydney/CH2/2011	H1N1	2011-07-13	Homo sapiens		Australia	Oceania		1721
KY925460.1	A/Jaguarao/LACENRS-881/2011	H1N1	2011-07-14	Homo sapiens		Brazil	South America		1778
CY149628.1	A/thick-billed murre/Canada/1871/2011	H1N1	2011-07-18	Uria lomvia		Canada: Nunavut	North America	egg passage(s)	1746
JQ624638.1	A/Sydney/CB1/2011	H1N1	2011-07-19	Homo sapiens		Australia	Oceania		1721
CY176626.1	A/Westmead/INS3_662/2011	H1N1	2011-07-21	Homo sapiens		Australia: Westmead	Oceania	P0 passage(s)	1727
CY176642.1	A/Westmead/INS3_664/2011	H1N1	2011-07-21	Homo sapiens		Australia: Westmead	Oceania	P0 passage(s)	1754
OR873940.1	A/Kenya/CDC-Nyeri/046/2011	H1N1	2011-07-22	Homo sapiens		Kenya	Africa		1701
CY176658.1	A/Darlinghurst/INS3_666/2011	H1N1	2011-07-25	Homo sapiens		Australia: Darlinghurst	Oceania	P0 passage(s)	1721
CY176634.1	A/Westmead/INS3_663/2011	H1N1	2011-07-25	Homo sapiens		Australia: Westmead	Oceania	P0 passage(s)	1752
KF572616.1	A/wild boar/Brazil/214-11-13D/2011	H1N2	2011-07-25	Sus scrofa		Brazil	South America		1774
JQ624639.1	A/Sydney/CB2/2011	H1N1	2011-07-27	Homo sapiens		Australia	Oceania		1722
CY207117.1	A/swine/Colombia/15/2011	H1N1	2011-07-28	Sus scrofa		Colombia	South America	Egg Passage 2 passage(s)	1721
KC703314.1	A/swine/Colombia/4/2011	H1N1	2011-07-28	Sus scrofa		Colombia	South America		1740
MH559883.1	A/swine/Brazil/259_11-8/2011	H1N1	2011-08	Sus scrofa		Brazil	South America		1775
JQ396233.1	A/Kenya/136/2011	H1N1	2011-08-01	Homo sapiens		Kenya	Africa		1777
KJ943117.1	A/Santiago/p21d1/2011	H1N1	2011-08-01	Homo sapiens		Chile: Santiago	South America		1752
KC222548.1	A/swine/Wettringen/IDT13795/2011	H1N2	2011-08-03	Sus scrofa		Germany	Europe		1777
KY925765.1	A/Porto Alegre/LACENRS-1292/2011	H1N1	2011-08-05	Homo sapiens		Brazil	South America		1777
CY176674.1	A/Melbourne/INS3_670/2011	H1N1	2011-08-11	Homo sapiens		Australia: Melbourne	Oceania	P0 passage(s)	1754
MK366415.1	A/swine/Vechta/13789/2011	H1N1	2011-08-23	Sus scrofa		Germany: Vechta	Europe		1777
JX092306.1	A/swine/Iowa/A01202612/2011	H1N2	2011-09-27	Sus scrofa		USA: Iowa	North America		1698
KJ162042.1	A/swine/Thailand/CU-S3073N/2011	H1N2	2011-10-09	Sus scrofa		Thailand: Ratchaburi, Farm	Asia		1701
JX092426.1	A/swine/Iowa/A01202742/2011	H1N2	2011-10-20	Sus scrofa		USA: Iowa	North America		1698
CY181897.1	A/Nicaragua/AGA2-47/2011	H1N1	2011-10-23	Homo sapiens		Nicaragua	North America		1752
KR700584.1	A/swine/Poland/16315/2011	H1N1	2011-10-26	Sus scrofa		Poland	Europe		1701
MK366527.1	A/swine/Buch/14162/2011	H1N1	2011-11-01	Sus scrofa		Germany: Buch	Europe		1778
KC222588.1	A/swine/Neumarkt/IDT14179/2011	H1N1	2011-11-09	Sus scrofa		Germany	Europe		1777
MK339453.1	A/swine/Ense/14198/2011	H1N2	2011-11-10	Sus scrofa		Germany: Ense	Europe		1778
KM028335.1	A/swine/Guangxi/3614/2011	H1N1	2011-12-11	Sus scrofa		China	Asia		1701
KF612090.1	A/Santa Cruz/5214/2011	H1N1	2011-12-12	Homo sapiens		Bolivia: Santa Cruz De La Sierra; CENETROP	South America		1777
KM028367.1	A/swine/Guangxi/3852/2011	H1N1	2011-12-30	Sus scrofa		China	Asia		1701
KC876558.1	A/swine/Argentina/CIP051-A202/2012	H1N1	2012-01	Sus scrofa		Argentina: Pampa	South America		1712
KC471369.1	A/swine/Korea/CY01-04/2012	H1N1	2012-01-02	Sus scrofa		South Korea	Asia		1701
KR700374.1	A/swine/Germany/Ahlen-Dolberg-IDT14631/2012	H1N1	2012-01-04	Sus scrofa		Germany	Europe		1701
KM029135.1	A/swine/Hong Kong/NS14/2012	H1N1	2012-01-05	Sus scrofa		China: Hong Kong	Asia		1701
KM027791.1	A/swine/Guangdong/NS120/2012	H1N1	2012-01-11	Sus scrofa		China	Asia		1701
JQ714073.1	A/Mexico City/INER1078/2012	H1N1	2012-01-22	Homo sapiens		Mexico	North America		1701
KC891540.1	A/Texas/23/2012	H1N1	2012-01-26	Homo sapiens		USA	North America		1701
CY176682.1	A/Lima/INS3_671/2012	H1N1	2012-02-01	Homo sapiens		Peru: Lima	South America	P0 passage(s)	1752
KJ162025.1	A/swine/Thailand/CU-S3245N/2012	H1N1	2012-02-13	Sus scrofa		Thailand: Ratchaburi, Farm	Asia		1743
MK366783.1	A/swine/Diemelstadt/14770/2012	H1N1	2012-02-14	Sus scrofa		Germany: Diemelstadt	Europe		1777
KC631912.1	A/swine/Moeglingen/IDT14859/2012	H1N2	2012-02-22	Sus scrofa		Germany	Europe		1778
KX269879.1	A/swine/Guangdong/1/2012	H1N2	2012-03-01	Sus scrofa		China	Asia		1701
KC891276.1	A/Texas/30/2012	H1N1	2012-03-02	Homo sapiens		USA	North America		1701
MF195010.1	A/swine/South Dakota/MT_12_07_2000/2012	H1N1	2012-03-14	Sus scrofa		USA: South Dakota	North America		1778
PP600978.1	A/Mali/A_Mali-PERCH_007_2012/2012	H1N1	2012-03-17	Homo sapiens		Mali	Africa		1701
KF598740.1	A/Quebec/007/2012	H1N1	2012-03-19	Homo sapiens		Canada: Quebec	North America		1701
OR873803.1	A/Kenya/CDC-Nakuru/005/2012	H1N1	2012-03-20	Homo sapiens		Kenya	Africa		1701
KX792282.1	A/India/P123187/2012	H1N1	2012-03-21	Homo sapiens		India: Pune	Asia		1701
KX792283.1	A/India/P123176/2012	H1N1	2012-03-22	Homo sapiens		India: Pune	Asia		1701
KJ026372.1	A/Burkina Faso/540/2012	H1N1	2012-03-23	Homo sapiens		Burkina Faso	Africa		1698
KF551079.1	A/Ontario/026/2012	H1N1	2012-03-28	Homo sapiens		Canada: Ontario	North America		1701
MK339605.1	A/swine/Lohne/15102/2012	H1N2	2012-03-28	Sus scrofa		Germany: Lohne	Europe		1780
MK366839.1	A/swine/Nordhorn/15118/2012	H1N1	2012-03-29	Sus scrofa		Germany: Nordhorn	Europe		1777
KJ026441.1	A/Burkina Faso/026/2012	H1N1	2012-04-03	Homo sapiens		Burkina Faso	Africa		1698
JX080541.1	A/swine/Iowa/A01203389/2012	H1N1	2012-04-06	Sus scrofa		USA: Iowa	North America		1701
KR700914.1	A/swine/France/22-120146/2012	H1N1	2012-04-17	Sus scrofa		France	Europe		1701
KR701129.1	A/swine/Netherlands/Rhezerveen-CVI9121A/2012	H1N1	2012-04-24	Sus scrofa		Netherlands	Europe		1701
KJ026428.1	A/Adjame/GR-558/2012	H1N1	2012-05-22	Homo sapiens		Cote d'Ivoire	Africa		1698
KJ026376.1	A/Burkina Faso/595/2012	H1N1	2012-06-10	Homo sapiens		Burkina Faso	Africa		1698
KY926045.1	A/Santiago/LACENRS-195/2012	H1N1	2012-06-13	Homo sapiens		Brazil	South America		1777
KY925893.1	A/Rosario do Sul/LACENRS-383/2012	H1N1	2012-06-22	Homo sapiens		Brazil	South America		1778
KY926120.1	A/Soledade/LACENRS-551/2012	H1N1	2012-06-28	Homo sapiens		Brazil	South America		1778
KY925299.1	A/Vacaria/LACENRS-967/2012	H1N1	2012-07-06	Homo sapiens		Brazil	South America		1777
KY925238.1	A/Viamao/LACENRS-877/2012	H1N1	2012-07-06	Homo sapiens		Brazil	South America		1777
KY925086.1	A/Sao Gabriel/LACENRS-1085/2012	H1N1	2012-07-10	Homo sapiens		Brazil	South America		1777
KJ026399.1	A/Ghana/FS-0895/2012	H1N1	2012-07-13	Homo sapiens		Ghana	Africa		1698
OP678124.1	A/Bhutan/FLU-BTF-00092/2012	H1N1	2012-07-16	Homo sapiens		Bhutan	Asia		1701
KY925699.1	A/Esteio/LACENRS-1519/2012	H1N1	2012-07-17	Homo sapiens		Brazil	South America		1777
MG962424.1	A/swine/Western Australia/AS12-2111-01/2012	H1N2	2012-07-20	Sus scrofa		Australia: Western Australia	Oceania		1713
KY924956.1	A/Porto Alegre/LACENRS-1820/2012	H1N1	2012-07-23	Homo sapiens		Brazil	South America		1777
KR870293.1	A/swine/Chile/9210581/2012	H1N2	2012-07-25	Sus scrofa		Chile	South America		1698
KY924991.1	A/Porto Alegre/LACENRS-2274/2012	H1N1	2012-07-27	Homo sapiens		Brazil	South America		1777
KY925702.1	A/Porto Alegre/LACENRS-2357/2012	H1N1	2012-07-30	Homo sapiens		Brazil	South America		1777
MF194138.1	A/swine/Minnesota/MT_12_07_4006/2012	H1N1	2012-07-30	Sus scrofa		USA: Minnesota	North America		1778
MG962488.1	A/swine/Western Australia/2577896X/2012	H1N2	2012-08-04	Sus scrofa		Australia: Western Australia	Oceania		1701
KP317279.1	A/Chattisgarh/075/2012	H1N1	2012-08-10	Homo sapiens		India: Chattisgarh	Asia		1701
KP637446.1	A/Thailand/MR11669/2012	H1N1	2012-08-17	Homo sapiens		Thailand: Chiangrai	Asia		1701
OP678147.1	A/Bhutan/FLU-BTH-SV0251/2012	H1N1	2012-08-21	Homo sapiens		Bhutan	Asia		1701
PP601011.1	A/Mali/A_Mali-PERCH_009_2012/2012	H1N1	2012-08-21	Homo sapiens		Mali	Africa		1701
PP600979.1	A/Mali/A_Mali-PERCH_009_2012/2012	H1N1	2012-08-21	Homo sapiens		Mali	Africa		1701
MG962456.1	A/swine/Queensland/P12-14238-07/2012	H1N2	2012-08-24	Sus scrofa		Australia: Queensland	Oceania		1701
MG962464.1	A/swine/Queensland/P12-14238-09/2012	H1N2	2012-08-24	Sus scrofa		Australia: Queensland	Oceania		1701
KJ128335.1	A/swine/France/56-120285/2012	H1N2	2012-09-10	Sus scrofa		France	Europe		1755
MN200996.1	A/swine/Queensland/P12-14600-0069-01/2012	H1N1	2012-09-13	Sus scrofa		Australia: Queensland	Oceania		1716
MG962480.1	A/swine/Queensland/P12-14600-69/2012	H1N1	2012-09-13	Sus scrofa		Australia: Queensland	Oceania		1716
KR700823.1	A/swine/Belgium/Minderhout-348/2012	H1N1	2012-09-14	Sus scrofa		Belgium	Europe		1701
KU976948.1	A/swine/Mexico/AVX29/2012	H1N1	2012-09-14	Sus scrofa scrofa		Mexico	North America		1778
PP600981.1	A/Mali/A_Mali-PERCH_011_2012/2012	H1N1	2012-09-24	Homo sapiens		Mali	Africa		1701
PP601013.1	A/Mali/A_Mali-PERCH_011_2012/2012	H1N1	2012-09-24	Homo sapiens		Mali	Africa		1701
JX908496.1	A/swine/Minnesota/A01270143/2012	H1N1	2012-09-24	Sus scrofa		USA: Minnesota	North America		1701
KF928610.1	A/South Carolina/NHRC362333/2012	H1N1	2012-10-02	Homo sapiens		USA: Beaufort	North America		1701
JX993267.1	A/swine/Minnesota/A01267716/2012	H1N2	2012-10-10	Sus scrofa		USA	North America		1698
KJ026379.1	A/Cote d'Ivoire/1186/2012	H1N1	2012-10-16	Homo sapiens		Cote d'Ivoire	Africa		1698
KR700855.1	A/swine/Belgium/Heist-op-den-Berg-363/2012	H1N1	2012-10-18	Sus scrofa		Belgium	Europe		1701
KM267918.1	A/swine/France/37-120345/2012	H1N2	2012-10-18	Sus scrofa		France	Europe		1777
KC167156.1	A/swine/SouthDakota/A01267921/2012	H1N1	2012-10-24	Sus scrofa		USA	North America		1704
KR700751.1	A/swine/England/30148/2012	H1N2	2012-10-29	Sus scrofa		United Kingdom	Europe		1701
KU933844.1	A/Jordan/C2624/2012	H1N1	2012-11-19	Homo sapiens		Jordan	Asia		1743
KF647938.1	A/Pennsylvania/25/2012	H1N1	2012-11-23	Homo sapiens		USA	North America		1701
KJ026416.1	A/Ghana/FS-1615/2012	H1N1	2012-11-26	Homo sapiens		Ghana	Africa		1698
KR863479.1	A/swine/Argentina/CIP051-C05-M1-1/2012	H1N2	2012-12-05	Sus scrofa		Argentina: Roque Perez, Buenos Aires	South America		1717
KM437722.1	A/Finland/31/2012	H1N1	2012-12-12	Homo sapiens		Finland	Europe		1752
